,Loyalty_Number,Country,Province,City,Postal_Code,Gender,Education,Salary,Marital_Status,Loyalty_Card,CLV,Enrollment_Type,Enrollment_Year,Enrollment_Month,Cancellation_Year,Cancellation_Month
9060,126526,Canada,British Columbia,Vancouver,V6E 3D9,Female,High School or Below,78331.0,Married,Nova,13113.14,Standard,2015,6,2015.0,12.0
9066,232317,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,84971.0,Married,Nova,13156.75,Standard,2013,6,2014.0,2.0
9075,492036,Canada,British Columbia,Victoria,V10 6T5,Male,High School or Below,61806.0,Divorced,Nova,13258.18,Standard,2017,5,2018.0,1.0
9084,494438,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,81672.0,Divorced,Nova,13295.6,Standard,2017,1,2017.0,5.0
9103,489459,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,50421.0,Married,Nova,13473.19,Standard,2015,2,2015.0,10.0
9107,549200,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,86815.0,Married,Nova,13530.03,Standard,2013,11,2018.0,3.0
9113,521949,Canada,British Columbia,Vancouver,V5R 1W3,Male,College,,Single,Nova,13579.3,Standard,2013,9,2017.0,7.0
9114,835566,Canada,Ontario,Toronto,P1J 8T7,Male,College,,Single,Nova,13579.3,Standard,2017,1,2017.0,9.0
9129,489301,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,98015.0,Single,Nova,13742.54,Standard,2016,12,2018.0,11.0
9133,323792,Canada,Quebec,Montreal,H4G 3T4,Female,College,,Married,Nova,13752.47,Standard,2015,12,2016.0,7.0
9136,148570,Canada,Ontario,Sudbury,M5V 1G5,Male,Bachelor,52384.0,Married,Nova,4698.52,2018 Promotion,2018,3,2018.0,8.0
9143,237586,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,102850.0,Married,Nova,13862.1,Standard,2015,1,2017.0,10.0
9146,360744,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,52712.0,Married,Nova,13869.93,Standard,2015,4,2015.0,12.0
9157,217401,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,81393.0,Married,Nova,14002.38,Standard,2017,5,2018.0,1.0
9164,497226,Canada,British Columbia,Victoria,V10 6T5,Female,Bachelor,91817.0,Married,Nova,14024.36,Standard,2016,8,2017.0,4.0
9167,406988,Canada,Newfoundland,St. John's,A1C 6H9,Female,College,,Married,Nova,14040.96,Standard,2015,5,2016.0,1.0
9203,445783,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,50789.0,Divorced,Nova,14536.79,Standard,2014,2,2014.0,12.0
9204,429692,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,61367.0,Married,Nova,14558.42,Standard,2017,6,2018.0,2.0
9219,174925,Canada,British Columbia,Whistler,V6T 1Y8,Male,College,,Single,Nova,14666.23,Standard,2014,7,2016.0,4.0
9222,539125,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,65088.0,Married,Nova,14696.64,Standard,2014,2,2018.0,8.0
9231,873426,Canada,Ontario,Toronto,M2M 6J7,Female,Bachelor,62230.0,Married,Nova,14808.06,Standard,2017,12,2018.0,3.0
9234,865798,Canada,Ontario,London,M5B 3E4,Female,College,,Single,Nova,14837.5,Standard,2015,12,2016.0,8.0
9247,389081,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,94323.0,Married,Nova,14970.29,Standard,2015,7,2016.0,3.0
9259,912939,Canada,Quebec,Montreal,H3J 5I6,Male,Bachelor,47021.0,Single,Nova,15120.21,Standard,2017,10,2018.0,8.0
9267,220139,Canada,Alberta,Calgary,T3E 2V9,Male,Bachelor,71321.0,Married,Nova,15182.28,Standard,2015,1,2015.0,9.0
9308,943195,Canada,Nova Scotia,Halifax,B3J 9S2,Female,College,,Married,Nova,15860.04,Standard,2014,10,2017.0,8.0
9325,712874,Canada,Quebec,Montreal,H3T 8L4,Male,Bachelor,62399.0,Single,Nova,16261.17,Standard,2016,2,2016.0,10.0
9337,296097,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,48080.0,Single,Nova,16407.66,Standard,2015,10,2018.0,4.0
9347,142434,Canada,Quebec,Montreal,H2Y 2W2,Male,Bachelor,73810.0,Divorced,Nova,16477.48,Standard,2016,5,2017.0,1.0
9360,106509,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,54529.0,Married,Nova,16727.77,Standard,2017,4,2018.0,10.0
9373,320377,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,57587.0,Divorced,Nova,16979.8,Standard,2014,10,2015.0,6.0
9374,936044,Canada,Saskatchewan,Regina,S1J 3C5,Female,Bachelor,57587.0,Divorced,Nova,16979.8,Standard,2013,10,2014.0,3.0
9383,715792,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,102826.0,Married,Nova,17263.64,Standard,2015,6,2018.0,5.0
9386,450125,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,62475.0,Married,Nova,17429.88,Standard,2016,4,2016.0,12.0
9402,677901,Canada,Alberta,Edmonton,T9G 1W3,Male,College,,Married,Nova,17771.55,Standard,2016,6,2017.0,2.0
9406,126100,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Master,121261.0,Divorced,Nova,17790.41,Standard,2013,11,2014.0,7.0
9407,761305,Canada,Quebec,Montreal,H4G 3T4,Male,Master,121261.0,Divorced,Nova,17790.41,Standard,2013,12,2014.0,1.0
9410,994803,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,63149.0,Single,Nova,17822.56,Standard,2014,4,2015.0,1.0
9414,685518,Canada,Alberta,Calgary,T3E 2V9,Male,Bachelor,58033.0,Married,Nova,18042.48,Standard,2017,6,2018.0,2.0
9415,300623,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,74262.0,Single,Nova,18060.48,Standard,2013,3,2017.0,9.0
9441,201436,Canada,Alberta,Edmonton,T3G 6Y6,Female,Bachelor,84736.0,Single,Nova,18929.33,Standard,2016,1,2017.0,5.0
9442,380788,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,98888.0,Married,Nova,18938.54,Standard,2016,2,2018.0,2.0
9446,310833,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,55890.0,Divorced,Nova,19088.34,Standard,2014,5,2016.0,7.0
9455,931701,Canada,Saskatchewan,Regina,S6J 3G0,Female,Bachelor,50611.0,Married,Nova,19357.8,Standard,2015,7,2016.0,3.0
9467,956233,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,81173.0,Married,Nova,19644.76,Standard,2015,8,2016.0,4.0
9469,695162,Canada,Manitoba,Winnipeg,R6Y 4T5,Female,College,,Single,Nova,19668.87,Standard,2016,7,2017.0,12.0
9475,471944,Canada,New Brunswick,Fredericton,E3B 2H2,Male,College,,Married,Nova,19837.31,Standard,2015,3,2015.0,11.0
9477,700650,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,78559.0,Married,Nova,19884.92,Standard,2013,10,2018.0,7.0
9478,942191,Canada,Ontario,Toronto,M2M 7K8,Male,College,,Married,Nova,6048.57,2018 Promotion,2018,4,2018.0,12.0
9487,851499,Canada,Ontario,Toronto,M2P 4F6,Male,College,,Single,Nova,6187.35,2018 Promotion,2018,2,2018.0,10.0
9505,667314,Canada,Ontario,Toronto,P1W 1K4,Male,College,,Single,Nova,20604.02,Standard,2016,3,2018.0,3.0
9518,565634,Canada,British Columbia,Vancouver,V6E 3D9,Female,College,,Single,Nova,20957.61,Standard,2013,10,2014.0,11.0
9528,163137,Canada,Quebec,Montreal,H2Y 4R4,Female,Bachelor,85659.0,Married,Nova,21255.5,Standard,2015,12,2016.0,8.0
9529,837615,Canada,British Columbia,Vancouver,V5R 1W3,Female,High School or Below,55801.0,Married,Nova,21274.34,Standard,2014,4,2014.0,12.0
9534,272289,Canada,Alberta,Banff,T4V 1D4,Male,College,,Married,Nova,21343.47,Standard,2014,11,2015.0,7.0
9536,750199,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,47930.0,Single,Nova,21418.36,Standard,2015,6,2018.0,7.0
9537,191044,Canada,British Columbia,Victoria,V10 6T5,Female,College,,Married,Nova,21423.64,Standard,2014,4,2017.0,1.0
9543,291831,Canada,Alberta,Edmonton,T9G 1W3,Female,Bachelor,47030.0,Married,Nova,21435.88,Standard,2015,10,2016.0,6.0
9548,123151,Canada,Saskatchewan,Regina,S1J 3C5,Female,College,,Married,Nova,21578.86,Standard,2014,6,2015.0,2.0
9558,770759,Canada,British Columbia,Vancouver,V1E 4R6,Male,College,,Married,Nova,22041.86,Standard,2014,4,2017.0,6.0
9567,678991,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,80000.0,Single,Nova,22110.4,Standard,2015,10,2016.0,6.0
9568,895821,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,74820.0,Married,Nova,22118.81,Standard,2015,12,2016.0,12.0
9577,742321,Canada,Quebec,Montreal,H4G 3T4,Female,Bachelor,67819.0,Single,Nova,22332.44,Standard,2014,3,2017.0,4.0
9590,773571,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Master,113785.0,Married,Nova,22658.54,Standard,2017,6,2018.0,2.0
9604,966350,Canada,Ontario,Toronto,P5S 6R4,Female,College,,Single,Nova,23142.15,Standard,2014,2,2017.0,6.0
9620,818886,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,61057.0,Married,Nova,23893.3,Standard,2013,2,2016.0,10.0
9624,183388,Canada,Quebec,Montreal,H2T 9K8,Male,College,,Single,Nova,24096.24,Standard,2017,10,2018.0,9.0
9637,120635,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,85848.0,Married,Nova,24636.97,Standard,2015,12,2016.0,8.0
9651,713067,Canada,Nova Scotia,Halifax,B3J 9S2,Male,Master,81765.0,Single,Nova,25464.82,Standard,2016,5,2017.0,1.0
9659,150233,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,84015.0,Married,Nova,25807.06,Standard,2017,3,2017.0,11.0
9675,697323,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,57737.0,Married,Nova,26305.42,Standard,2013,10,2014.0,3.0
9689,400844,Canada,Quebec,Montreal,H2T 9K8,Male,College,,Single,Nova,27287.5,Standard,2014,2,2015.0,3.0
9692,152685,Canada,Ontario,Ottawa,K1G 4Z0,Female,College,,Married,Nova,27420.81,Standard,2015,9,2016.0,5.0
9695,218127,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,78300.0,Married,Nova,27643.24,Standard,2017,7,2018.0,3.0
9703,756280,Canada,British Columbia,Vancouver,V6E 3Z3,Male,College,,Single,Nova,28435.64,Standard,2014,6,2015.0,2.0
9706,467139,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,66833.0,Divorced,Nova,28699.89,Standard,2015,1,2015.0,9.0
9709,577998,Canada,Ontario,Toronto,M2M 6J7,Female,Bachelor,56951.0,Married,Nova,29091.24,Standard,2014,10,2015.0,11.0
9714,480435,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,82329.0,Married,Nova,30118.66,Standard,2017,4,2017.0,12.0
9721,781293,Canada,Ontario,Toronto,M2Z 4K1,Male,Bachelor,62112.0,Single,Nova,30763.26,Standard,2017,1,2017.0,9.0
9723,857219,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,74099.0,Divorced,Nova,30909.22,Standard,2016,6,2017.0,2.0
9726,729805,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,97074.0,Married,Nova,31642.1,Standard,2017,2,2018.0,7.0
9735,108896,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,98771.0,Married,Nova,32196.6,Standard,2017,6,2018.0,2.0
9739,259734,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,76145.0,Single,Nova,32450.39,Standard,2017,7,2018.0,3.0
9742,667800,Canada,Ontario,Toronto,M2M 6J7,Female,College,,Single,Nova,32654.84,Standard,2013,5,2014.0,2.0
9758,196096,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,73136.0,Divorced,Nova,35203.57,Standard,2018,1,2018.0,3.0
9766,328602,Canada,Ontario,Toronto,P5S 6R4,Female,Bachelor,48166.0,Single,Nova,36229.41,Standard,2013,9,2014.0,5.0
9769,243272,Canada,Ontario,Sudbury,M5V 1G5,Female,Bachelor,83794.0,Divorced,Nova,36632.53,Standard,2015,1,2016.0,1.0
9772,231080,Canada,Quebec,Montreal,H2Y 4R4,Male,Bachelor,80360.0,Single,Nova,36860.73,Standard,2016,9,2017.0,5.0
9796,515790,Canada,New Brunswick,Moncton,E1A 2A7,Female,Bachelor,92316.0,Married,Nova,42389.01,Standard,2015,9,2016.0,9.0
9809,943393,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,70323.0,Divorced,Nova,48356.96,Standard,2014,7,2015.0,3.0
9823,844145,Canada,Ontario,Toronto,P1J 8T7,Female,College,,Single,Nova,74228.52,Standard,2015,9,2016.0,4.0
9827,717100,Canada,British Columbia,Vancouver,V5R 1W3,Female,College,,Single,Star,1898.68,Standard,2013,3,2018.0,10.0
9833,932748,Canada,Quebec,Tremblant,H5Y 2S9,Male,College,,Single,Star,1940.98,Standard,2017,9,2018.0,5.0
9841,401956,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,College,,Divorced,Star,2004.35,Standard,2016,9,2018.0,7.0
9847,924787,Canada,British Columbia,Vancouver,V6E 3Z3,Male,College,,Divorced,Star,2004.35,Standard,2016,3,2018.0,12.0
9848,370443,Canada,British Columbia,Vancouver,V5R 1W3,Female,College,,Single,Star,2009.77,Standard,2014,8,2018.0,9.0
9863,673301,Canada,Newfoundland,St. John's,A1C 6H9,Male,College,,Single,Star,2086.61,Standard,2017,2,2018.0,9.0
9869,769023,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,College,,Single,Star,2113.86,Standard,2014,7,2018.0,3.0
9871,425779,Canada,Ontario,Thunder Bay,K8T 5M5,Male,College,,Single,Star,2117.99,Standard,2017,2,2017.0,10.0
9877,440758,Canada,Quebec,Montreal,H2Y 2W2,Female,College,,Married,Star,2124.17,Standard,2015,3,2015.0,11.0
9889,347733,Canada,British Columbia,Vancouver,V6E 3D9,Female,College,,Married,Star,2141.75,Standard,2015,5,2016.0,1.0
9893,709212,Canada,Quebec,Montreal,H2T 9K8,Female,College,,Single,Star,2142.89,Standard,2013,8,2016.0,11.0
9894,304620,Canada,Ontario,Toronto,M2Z 4K1,Male,College,,Single,Star,2144.92,Standard,2016,12,2017.0,8.0
9905,518210,Canada,Saskatchewan,Regina,S1J 3C5,Female,College,,Single,Star,2154.07,Standard,2015,10,2016.0,6.0
9906,667356,Canada,Quebec,Montreal,H2T 9K8,Female,College,,Single,Star,2155.21,Standard,2016,7,2017.0,3.0
9930,492575,Canada,Ontario,Toronto,M8Y 4K8,Female,College,,Single,Star,2179.43,Standard,2017,3,2017.0,11.0
9931,879638,Canada,Quebec,Tremblant,H5Y 2S9,Female,College,,Single,Star,2180.08,Standard,2013,1,2016.0,6.0
9932,204111,Canada,Ontario,Kingston,M9K 2P4,Male,College,,Single,Star,2188.66,Standard,2017,2,2017.0,10.0
9936,286388,Canada,Ontario,Toronto,P1L 8X8,Male,College,,Single,Star,2191.13,Standard,2013,1,2014.0,6.0
9950,842047,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,College,,Married,Star,2202.34,Standard,2016,2,2016.0,10.0
9970,303621,Canada,Ontario,Toronto,P1W 1K4,Male,College,,Single,Star,2224.09,Standard,2014,8,2015.0,4.0
9979,242203,Canada,British Columbia,Vancouver,V5R 1W3,Male,Master,127574.0,Married,Star,2227.07,Standard,2014,5,2016.0,4.0
9989,169865,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,,Married,Star,2229.36,Standard,2013,3,2014.0,7.0
9994,180484,Canada,Saskatchewan,Regina,S6J 3G0,Male,College,,Married,Star,2231.79,Standard,2014,1,2016.0,9.0
10011,897673,Canada,Ontario,Toronto,P2T 6G3,Male,College,,Divorced,Star,2242.24,Standard,2017,9,2018.0,5.0
10021,536848,Canada,Quebec,Quebec City,G1B 3L5,Female,Master,117771.0,Single,Star,2248.45,Standard,2014,11,2017.0,6.0
10027,504455,Canada,Ontario,Ottawa,K1F 2R2,Female,College,,Divorced,Star,2249.87,Standard,2018,6,2018.0,8.0
10050,417721,Canada,Ontario,Ottawa,K1F 2R2,Male,College,,Single,Star,2272.45,Standard,2014,11,2015.0,7.0
10055,792094,Canada,Ontario,Kingston,M9K 2P4,Female,College,,Single,Star,2274.67,Standard,2014,4,2014.0,12.0
10060,153760,Canada,Quebec,Hull,J8Y 3Z5,Male,College,,Single,Star,2275.4,Standard,2016,7,2017.0,3.0
10070,153656,Canada,Alberta,Banff,T4V 1D4,Female,College,,Married,Star,2287.6,Standard,2016,12,2017.0,8.0
10078,506293,Canada,Ontario,Thunder Bay,K8T 5M5,Male,College,,Single,Star,2290.68,Standard,2017,3,2017.0,11.0
10118,525476,Canada,Quebec,Tremblant,H5Y 2S9,Male,College,,Single,Star,2311.12,Standard,2015,12,2016.0,8.0
10124,788283,Canada,Ontario,Kingston,M9K 2P4,Female,High School or Below,51994.0,Married,Star,2312.33,Standard,2015,5,2017.0,2.0
10125,773593,Canada,Alberta,Calgary,T3E 2V9,Female,College,,Single,Star,2315.09,Standard,2016,4,2016.0,12.0
10126,837408,Canada,Ontario,Toronto,M2M 6J7,Male,College,,Single,Star,2315.09,Standard,2013,9,2016.0,3.0
10134,523037,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,103432.0,Divorced,Nova,9043.68,2018 Promotion,2018,3,2018.0,11.0
10140,527434,Canada,Ontario,Toronto,M2P 4F6,Male,College,,Single,Star,2321.88,Standard,2013,9,2018.0,10.0
10144,762446,Canada,British Columbia,Vancouver,V6E 3Z3,Female,College,,Married,Star,2325.26,Standard,2016,2,2016.0,10.0
10150,743108,Canada,Ontario,Ottawa,K1F 2R2,Male,College,,Single,Star,2332.1,Standard,2014,10,2015.0,2.0
10156,888316,Canada,British Columbia,Victoria,V10 6T5,Female,College,,Single,Star,2336.18,Standard,2016,5,2017.0,1.0
10174,981220,Canada,Nova Scotia,Halifax,B3C 2M8,Male,High School or Below,66441.0,Married,Star,2346.68,Standard,2016,10,2017.0,10.0
10183,191189,Canada,Newfoundland,St. John's,A1C 6H9,Female,College,,Divorced,Star,2352.37,Standard,2013,8,2014.0,5.0
10193,441345,Canada,Ontario,Toronto,M1R 4K3,Male,College,,Single,Nova,9402.73,2018 Promotion,2018,3,2018.0,11.0
10204,475930,Canada,Quebec,Montreal,H2T 9K8,Female,Doctor,171815.0,Divorced,Star,2359.42,Standard,2017,5,2018.0,1.0
10205,483802,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Doctor,171815.0,Divorced,Star,2359.42,Standard,2014,11,2015.0,7.0
10210,686612,Canada,Quebec,Hull,J8Y 3Z5,Male,Doctor,171815.0,Divorced,Star,2359.42,Standard,2015,3,2017.0,2.0
10214,676873,Canada,New Brunswick,Fredericton,E3B 2H2,Male,College,,Single,Star,2360.6,Standard,2014,6,2018.0,8.0
10229,664034,Canada,British Columbia,Vancouver,V5R 1W3,Male,College,,Single,Star,2369.44,Standard,2013,12,2018.0,3.0
10233,139479,Canada,Ontario,Kingston,M9K 2P4,Female,High School or Below,72013.0,Married,Star,2372.29,Standard,2017,7,2018.0,3.0
10238,972462,Canada,Ontario,Toronto,P1J 8T7,Female,College,,Single,Nova,13024.13,2018 Promotion,2018,3,2018.0,4.0
10240,397376,Canada,British Columbia,Vancouver,V1E 4R6,Male,College,,Married,Star,2374.81,Standard,2014,10,2014.0,12.0
10243,654225,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,66632.0,Single,Star,2375.0,Standard,2017,10,2018.0,6.0
10246,418636,Canada,Manitoba,Winnipeg,R3R 3T4,Male,College,,Single,Star,2378.09,Standard,2018,1,2018.0,7.0
10256,566714,Canada,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,82545.0,Single,Star,2379.83,Standard,2013,5,2018.0,9.0
10257,815603,Canada,New Brunswick,Moncton,E1A 2A7,Male,Bachelor,82545.0,Single,Star,2379.83,Standard,2014,9,2016.0,11.0
10263,809207,Canada,British Columbia,Victoria,V10 6T5,Female,College,,Married,Star,2382.71,Standard,2018,1,2018.0,9.0
10264,453587,Canada,Alberta,Calgary,T3E 2V9,Female,College,,Single,Star,2383.73,Standard,2016,9,2017.0,3.0
10266,229861,Canada,Manitoba,Winnipeg,R3R 3T4,Female,Bachelor,83796.0,Single,Star,2386.2,Standard,2015,11,2016.0,7.0
10281,637100,Canada,Alberta,Banff,T4V 1D4,Female,Doctor,146559.0,Married,Star,2392.11,Standard,2013,8,2015.0,11.0
10286,929231,Canada,Quebec,Montreal,H2Y 2W2,Female,High School or Below,78601.0,Married,Star,2393.04,Standard,2014,2,2014.0,10.0
10291,117975,Canada,Ontario,Kingston,M9K 2P4,Male,College,,Single,Star,2393.92,Standard,2016,11,2017.0,2.0
10298,685653,Canada,Quebec,Montreal,H2Y 4R4,Male,College,,Single,Star,2393.92,Standard,2013,5,2013.0,10.0
10332,367617,Canada,Quebec,Quebec City,G1B 3L5,Male,Master,109361.0,Divorced,Star,2397.04,Standard,2016,5,2017.0,7.0
10334,440213,Canada,Quebec,Tremblant,H5Y 2S9,Male,Master,109361.0,Divorced,Star,2397.04,Standard,2016,8,2018.0,7.0
10343,953927,Canada,Manitoba,Winnipeg,R6Y 4T5,Female,College,,Single,Star,2397.54,Standard,2017,12,2018.0,8.0
10371,202108,Canada,Ontario,Sudbury,M5V 1G5,Female,College,,Single,Star,2409.0,Standard,2015,7,2016.0,3.0
10376,592218,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,75567.0,Single,Star,2409.76,Standard,2015,8,2017.0,1.0
10378,771220,Canada,British Columbia,Vancouver,V6E 3Z3,Male,High School or Below,52239.0,Married,Star,2410.11,Standard,2016,1,2016.0,9.0
10386,348718,Canada,Quebec,Hull,J8Y 3Z5,Male,College,,Single,Star,2413.89,Standard,2015,10,2016.0,6.0
10393,946963,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,89913.0,Married,Star,2414.64,Standard,2016,8,2017.0,4.0
10396,786330,Canada,Ontario,Ottawa,K1F 2R2,Male,College,,Single,Star,2415.06,Standard,2014,3,2015.0,2.0
10398,490439,Canada,Ontario,Ottawa,K1G 4Z0,Male,College,,Married,Star,2415.83,Standard,2017,5,2018.0,1.0
10400,436705,Canada,New Brunswick,Fredericton,E3B 2H2,Male,College,,Married,Star,2416.48,Standard,2014,12,2018.0,4.0
10404,300376,Canada,Quebec,Montreal,H2T 2J6,Female,College,,Married,Star,2417.76,Standard,2015,9,2016.0,6.0
10406,946956,Canada,Alberta,Peace River,T9O 2W2,Female,Bachelor,69817.0,Married,Star,2417.76,Standard,2016,4,2016.0,12.0
10408,873578,Canada,Saskatchewan,Regina,S1J 3C5,Female,Bachelor,46688.0,Single,Star,2417.78,Standard,2016,4,2016.0,12.0
10410,348245,Canada,Ontario,Toronto,P5S 6R4,Male,College,,Married,Star,2419.31,Standard,2017,12,2018.0,8.0
10418,581380,Canada,Ontario,Sudbury,M5V 1G5,Female,Doctor,206341.0,Single,Star,2424.22,Standard,2014,5,2015.0,12.0
10420,967253,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,51732.0,Married,Star,2424.42,Standard,2015,1,2017.0,11.0
10421,477599,Canada,Ontario,Ottawa,K1G 4Z0,Male,Bachelor,67768.0,Married,Star,2424.69,Standard,2016,10,2017.0,6.0
10428,941122,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,49768.0,Married,Star,2427.77,Standard,2013,3,2018.0,2.0
10438,167001,Canada,British Columbia,Vancouver,V5R 1W3,Female,College,,Married,Star,2430.8,Standard,2016,11,2017.0,7.0
10454,497613,Canada,British Columbia,Vancouver,V6E 3Z3,Male,College,,Single,Star,2433.91,Standard,2015,12,2018.0,9.0
10476,536132,Canada,Quebec,Montreal,H2T 9K8,Female,College,,Married,Star,2436.84,Standard,2013,1,2018.0,6.0
10504,704607,Canada,Ontario,Trenton,K8V 4B2,Male,College,,Married,Star,2444.74,Standard,2017,7,2018.0,3.0
10514,262937,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,93855.0,Single,Star,2447.05,Standard,2018,7,2018.0,10.0
10522,684103,Canada,Quebec,Tremblant,H5Y 2S9,Male,College,,Single,Star,2448.86,Standard,2016,7,2017.0,3.0
10534,883693,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,92419.0,Divorced,Star,2450.88,Standard,2014,7,2015.0,8.0
10543,392781,Canada,Ontario,Toronto,P1W 1K4,Male,College,,Single,Star,2452.36,Standard,2013,4,2014.0,2.0
10545,464639,Canada,Ontario,Toronto,P1L 8X8,Male,Bachelor,69288.0,Married,Star,2452.49,Standard,2013,11,2018.0,3.0
10548,807262,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,55882.0,Married,Star,2452.73,Standard,2014,8,2016.0,8.0
10559,195131,Canada,Ontario,Toronto,P1J 8T7,Female,High School or Below,80919.0,Single,Star,2453.57,Standard,2013,5,2014.0,9.0
10584,496052,Canada,Manitoba,Winnipeg,R3R 3T4,Female,College,,Single,Star,2458.75,Standard,2015,5,2016.0,1.0
10587,950390,Canada,Alberta,Peace River,T9O 2W2,Male,Bachelor,47412.0,Married,Star,2459.17,Standard,2016,9,2017.0,5.0
10598,870960,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,85203.0,Divorced,Star,2464.24,Standard,2014,10,2014.0,12.0
10610,932323,Canada,Quebec,Montreal,H2Y 4R4,Male,College,,Single,Star,2466.58,Standard,2015,8,2016.0,4.0
10622,492265,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,72341.0,Married,Star,2469.57,Standard,2016,9,2017.0,5.0
10631,677925,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,70744.0,Married,Star,2471.08,Standard,2013,8,2014.0,4.0
10643,740509,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,101933.0,Married,Star,2471.53,Standard,2015,8,2016.0,2.0
10646,943056,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,101933.0,Married,Star,2471.53,Standard,2015,12,2016.0,8.0
10647,996159,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,101933.0,Married,Star,2471.53,Standard,2015,8,2016.0,4.0
10652,575342,Canada,New Brunswick,Moncton,E1A 2A7,Female,Bachelor,78636.0,Married,Star,2472.47,Standard,2015,1,2017.0,11.0
10657,773844,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,78636.0,Married,Star,2472.47,Standard,2017,12,2018.0,8.0
