employee_turnover,business_travel_frequency,distance_from_home_km,education_level,environmental_satisfaction_level,gender,job_involvement_level,job_level,job_satisfaction_level,marital_status,num_companies_worked,overtime_hours,percent_salary_hike,standard_work_hours,stock_option_level,training_sessions_last_year,years_at_company,years_with_current_manager,birth_year,remote_work,total_years_worked,annual_salary,work_life_balance
no,travel_rarely,2.0,3,1.0,male,2,2,2,married,2,no,19,full_time,2,2,0,0,1994,yes,10.0,66440.0,3.0
no,travel_rarely,23.0,3,2.0,male,2,2,4,unknown,0,no,21,part_time,1,2,9,8,1992,yes,10.0,53914.11,3.0
no,travel_rarely,7.0,2,1.0,female,4,2,1,unknown,1,yes,24,full_time,1,3,8,7,1985,no,8.0,56050.0,3.0
yes,travel_frequently,7.0,3,3.0,male,3,1,3,unknown,3,yes,22,full_time,1,0,1,0,1979,yes,19.0,31610.0,1.0
no,unknown,3.0,3,3.0,male,3,2,2,single,4,none,12,part_time,0,2,8,7,1987,yes,10.0,53914.11,3.0
yes,unknown,3.0,3,3.0,male,3,1,3,single,1,no,13,none,0,2,0,0,2005,yes,0.0,53914.11,3.0
no,unknown,18.0,4,3.0,male,4,1,4,married,4,no,18,part_time,2,2,1,0,1987,yes,4.0,28111.13,3.0
no,unknown,10.0,3,4.0,female,2,1,3,unknown,1,no,12,part_time,0,2,0,0,2005,no,0.0,12000.0,3.0
yes,travel_rarely,3.0,2,4.0,female,3,2,3,married,4,yes,18,none,0,3,1,0,1984,yes,12.0,52380.0,2.0
no,travel_rarely,7.0,3,3.0,female,3,3,1,married,8,no,16,part_time,1,1,1,0,1980,yes,10.0,99850.0,2.0
no,travel_frequently,4.0,1,2.0,male,3,2,3,unknown,3,no,19,part_time,0,3,0,0,1976,no,5.0,53914.11,3.0
no,travel_rarely,23.0,5,1.0,female,3,4,4,single,2,no,14,full_time,0,2,1,0,1981,no,16.0,159920.0,3.0
no,unknown,2.0,3,3.0,female,3,1,2,married,1,no,13,part_time,1,4,8,7,1991,yes,8.0,23700.0,3.0
no,travel_rarely,29.0,1,1.0,female,3,3,3,married,3,none,21,part_time,1,3,0,0,1975,yes,15.0,100071.84,1.0
no,travel_rarely,2.0,4,1.0,male,2,2,4,unknown,3,none,23,full_time,0,6,1,0,1981,no,10.0,67810.0,3.0
no,non_travel,1.0,5,4.0,female,3,2,4,unknown,4,none,15,none,0,6,1,0,1987,yes,10.0,53914.11,3.0
yes,travel_rarely,5.0,3,4.0,female,3,1,3,single,1,none,13,full_time,0,2,1,0,1990,no,1.0,28510.0,3.0
no,unknown,7.0,4,3.0,female,3,2,3,married,2,none,14,part_time,0,2,1,0,1977,yes,7.0,52580.0,4.0
yes,travel_rarely,12.0,3,3.0,female,4,1,2,single,1,none,15,none,0,0,1,0,2002,no,1.0,53914.11,3.0
no,unknown,2.0,1,3.0,male,3,1,2,unknown,1,none,18,none,1,3,1,0,1993,yes,10.0,53914.11,3.0
yes,travel_frequently,4.0,3,3.0,male,3,1,4,single,9,yes,23,part_time,0,4,1,0,1993,no,3.0,22850.0,3.0
no,travel_rarely,10.0,4,3.0,male,3,2,2,single,2,none,12,part_time,0,2,1,1,1986,yes,18.0,41970.0,2.0
no,travel_rarely,2.0,3,2.0,female,2,2,3,married,6,no,22,none,1,3,1,0,1983,yes,10.0,53914.11,3.0
no,travel_rarely,17.0,2,3.0,male,3,2,1,unknown,1,none,12,part_time,1,2,10,8,1995,no,10.0,45580.0,3.0
no,travel_frequently,2.0,2,4.0,male,3,1,4,married,1,yes,23,part_time,1,3,1,0,1985,no,10.0,17020.0,3.0
yes,unknown,2.0,2,1.0,male,2,1,4,single,1,no,12,part_time,0,3,1,0,2004,yes,1.0,25640.0,4.0
no,travel_rarely,29.0,3,1.0,male,2,4,4,divorced,3,no,12,full_time,1,3,1,0,1966,yes,10.0,153407.07,2.0
no,travel_rarely,2.0,2,1.0,female,3,2,4,unknown,5,none,13,part_time,3,2,5,4,1976,yes,20.0,50700.0,3.0
no,travel_rarely,8.0,4,3.0,female,3,2,3,single,7,none,11,part_time,0,3,1,0,1969,no,10.0,37800.0,3.0
yes,travel_frequently,7.0,3,3.0,male,3,3,3,unknown,3,no,12,part_time,0,2,1,0,1992,yes,12.0,98240.0,3.0
yes,travel_frequently,5.0,3,2.0,male,3,1,2,unknown,1,yes,14,part_time,0,3,0,0,2005,no,10.0,18780.0,3.0
no,unknown,28.0,3,3.0,male,1,3,1,unknown,3,no,15,part_time,1,2,1,1,1983,yes,20.0,100071.84,3.0
no,unknown,29.0,2,1.0,male,3,2,3,unknown,5,none,12,part_time,2,5,0,0,1997,yes,8.0,53914.11,3.0
yes,travel_rarely,7.0,3,3.0,male,1,1,4,single,1,yes,18,none,0,3,1,0,1997,yes,1.0,53914.11,1.0
no,unknown,10.0,3,3.0,female,3,2,3,unknown,3,no,19,none,1,4,1,0,1985,yes,18.0,53914.11,3.0
no,unknown,17.0,2,4.0,male,2,1,2,married,1,no,21,part_time,1,2,1,0,1999,yes,1.0,21270.0,3.0
yes,travel_frequently,12.0,4,2.0,male,2,1,1,married,1,no,18,part_time,1,2,1,0,1993,yes,1.0,20330.0,4.0
no,travel_rarely,2.0,3,4.0,male,3,2,3,married,4,none,11,full_time,1,3,3,0,1986,no,10.0,96020.0,2.0
no,travel_rarely,1.0,3,4.0,female,2,1,2,unknown,1,no,13,part_time,0,0,1,0,2003,yes,1.0,28111.13,4.0
no,unknown,7.0,4,2.0,male,2,4,4,divorced,4,none,14,full_time,1,3,1,0,1980,no,21.0,166270.0,3.0
no,unknown,7.0,1,3.0,female,3,1,1,unknown,3,no,17,part_time,0,3,0,0,1985,yes,8.0,28111.13,2.0
no,unknown,8.0,4,3.0,male,3,2,3,divorced,0,none,12,part_time,0,3,5,2,1990,no,6.0,53914.11,3.0
no,unknown,3.0,3,3.0,female,3,1,3,unknown,1,no,20,part_time,1,2,1,0,1993,no,1.0,20830.0,3.0
no,unknown,7.0,2,2.0,female,3,2,3,unknown,1,no,14,part_time,1,5,6,2,1994,no,10.0,53914.11,2.0
yes,unknown,10.0,1,4.0,male,3,1,3,single,1,none,11,part_time,0,5,1,1,2003,yes,10.0,10090.0,3.0
no,non_travel,7.0,3,3.0,male,2,1,3,married,1,no,18,none,2,3,1,0,1988,no,1.0,53914.11,3.0
no,unknown,10.0,2,4.0,male,4,1,4,single,3,no,17,part_time,0,2,1,0,1986,yes,10.0,28111.13,3.0
no,unknown,1.0,3,3.0,female,3,3,3,single,4,yes,14,part_time,0,4,1,0,1985,yes,10.0,78610.0,3.0
no,unknown,10.0,3,3.0,male,3,1,3,single,1,no,11,part_time,0,6,1,0,1994,no,1.0,26420.0,3.0
no,unknown,2.0,4,4.0,female,3,2,1,divorced,2,no,11,part_time,1,2,1,0,1988,yes,16.0,53914.11,4.0
no,travel_rarely,2.0,5,4.0,male,3,1,3,married,6,yes,13,none,1,0,1,1,1985,yes,10.0,53914.11,1.0
no,travel_rarely,8.0,5,2.0,female,3,2,1,unknown,3,no,14,part_time,1,3,0,0,1989,yes,10.0,51210.0,3.0
yes,unknown,6.0,3,3.0,male,4,1,1,unknown,1,yes,21,none,2,2,0,0,2000,no,1.0,53914.11,3.0
no,unknown,9.0,3,3.0,male,2,1,2,divorced,1,no,11,part_time,3,4,1,0,1999,no,10.0,26940.0,3.0
yes,travel_rarely,1.0,2,2.0,female,2,1,1,married,1,none,11,part_time,1,1,1,0,1994,yes,1.0,28111.13,3.0
no,travel_frequently,16.0,4,1.0,male,2,2,3,unknown,6,no,14,part_time,0,6,1,0,1983,yes,10.0,50940.0,3.0
no,travel_rarely,2.0,3,3.0,female,2,2,4,single,5,none,24,part_time,0,4,0,0,1993,yes,12.0,53914.11,2.0
no,unknown,2.0,3,2.0,female,2,1,3,unknown,1,no,14,part_time,0,3,1,0,1978,yes,1.0,22740.0,3.0
no,unknown,3.0,3,4.0,male,3,1,4,married,1,none,11,part_time,3,6,0,0,1996,yes,0.0,28111.13,2.0
no,unknown,16.0,4,4.0,male,2,2,3,unknown,4,none,19,part_time,2,2,1,0,1986,yes,9.0,53914.11,3.0
no,unknown,1.0,3,4.0,male,3,1,4,divorced,0,no,12,part_time,1,2,3,2,1991,yes,4.0,23140.0,3.0
no,travel_rarely,8.0,3,1.0,male,3,4,4,married,5,none,14,full_time,1,3,2,2,1970,yes,28.0,153407.07,3.0
no,unknown,7.0,2,3.0,male,3,3,2,single,1,yes,13,part_time,0,2,10,9,1986,no,10.0,100071.84,3.0
yes,travel_rarely,25.0,4,1.0,male,3,1,4,unknown,1,none,24,part_time,0,2,1,1,1991,yes,1.0,28111.13,1.0
yes,travel_frequently,2.0,1,4.0,male,2,1,4,divorced,9,none,14,part_time,1,3,1,0,1965,yes,3.0,23800.0,2.0
no,travel_rarely,8.0,3,1.0,female,3,2,2,divorced,4,no,21,part_time,1,2,1,0,1980,no,4.0,53914.11,4.0
yes,travel_rarely,18.0,1,4.0,female,3,1,4,single,1,no,19,part_time,0,3,1,0,2002,no,10.0,28111.13,2.0
no,unknown,7.0,3,3.0,male,3,1,2,unknown,1,no,14,part_time,2,3,1,0,1989,yes,1.0,20080.0,3.0
no,unknown,5.0,3,3.0,female,2,3,2,divorced,2,none,13,full_time,1,3,6,4,1965,no,24.0,105520.0,3.0
no,unknown,20.0,4,4.0,male,3,1,3,married,4,none,17,part_time,2,2,0,0,1975,no,13.0,22590.0,2.0
no,non_travel,1.0,3,3.0,female,2,1,2,married,6,no,20,part_time,0,3,3,2,1991,yes,5.0,28111.13,3.0
yes,unknown,19.0,2,3.0,male,2,1,2,married,1,yes,18,part_time,3,2,1,0,1998,no,10.0,24130.0,3.0
no,unknown,10.0,4,1.0,male,2,3,2,divorced,2,no,12,part_time,1,2,1,0,1983,yes,11.0,100071.84,2.0
yes,unknown,21.0,3,4.0,male,2,1,2,single,1,yes,13,part_time,0,3,1,0,2004,no,1.0,21210.0,4.0
yes,travel_rarely,4.0,3,1.0,male,3,1,1,single,1,none,19,part_time,0,2,1,0,2003,no,1.0,28111.13,3.0
no,travel_rarely,1.0,3,2.0,female,2,2,4,unknown,0,none,14,part_time,0,3,5,4,1990,yes,6.0,53914.11,3.0
yes,travel_rarely,2.0,3,4.0,male,3,1,3,single,4,no,24,part_time,0,4,1,0,1965,no,7.0,24790.0,3.0
yes,non_travel,24.0,3,2.0,female,4,4,2,single,4,none,16,full_time,0,2,1,0,1983,yes,22.0,131940.0,2.0
yes,travel_rarely,10.0,3,4.0,female,2,1,1,single,6,yes,20,part_time,0,5,0,0,1994,yes,3.0,28111.13,3.0
no,travel_rarely,7.0,2,4.0,female,3,2,4,single,1,yes,17,none,0,0,9,7,1976,no,9.0,53914.11,3.0
no,unknown,5.0,2,2.0,male,3,1,4,unknown,1,no,15,part_time,0,2,0,0,2005,yes,10.0,28111.13,3.0
yes,unknown,7.0,3,4.0,female,2,1,1,unknown,1,yes,15,part_time,0,2,1,0,2003,no,1.0,26000.0,3.0
no,unknown,5.0,2,4.0,male,3,5,3,unknown,6,no,13,full_time,0,3,1,0,1981,yes,21.0,183030.0,4.0
no,travel_rarely,9.0,3,1.0,male,3,1,4,married,4,no,18,none,0,5,1,0,1973,yes,8.0,53914.11,3.0
yes,travel_rarely,11.0,2,1.0,female,1,2,2,unknown,5,no,15,part_time,0,2,1,0,1986,yes,15.0,47770.0,1.0
no,unknown,3.0,4,2.0,male,3,2,4,unknown,8,yes,12,none,0,1,1,0,1985,no,19.0,53914.11,3.0
yes,unknown,15.0,3,1.0,male,3,2,3,divorced,7,none,14,part_time,1,3,1,0,1987,yes,9.0,53914.11,2.0
no,travel_rarely,10.0,1,4.0,male,3,1,2,married,1,no,22,none,0,5,1,0,1995,yes,10.0,10520.0,3.0
no,unknown,25.0,3,3.0,male,2,3,4,unknown,5,no,13,part_time,1,5,1,0,1980,yes,18.0,100071.84,3.0
yes,travel_rarely,10.0,3,3.0,female,2,1,1,single,1,no,13,part_time,0,6,1,0,2002,yes,1.0,28111.13,2.0
yes,travel_rarely,4.0,4,1.0,male,3,1,3,married,9,none,12,part_time,3,2,10,7,1972,no,18.0,24610.0,4.0
no,unknown,10.0,4,4.0,female,2,2,4,divorced,2,yes,14,part_time,3,5,1,0,1986,no,8.0,53914.11,3.0
yes,unknown,1.0,3,1.0,male,2,1,2,divorced,1,no,15,none,2,2,1,0,1995,no,10.0,25960.0,3.0
yes,unknown,1.0,4,4.0,male,3,2,3,single,3,yes,14,part_time,0,4,0,0,1973,yes,5.0,47280.0,3.0
no,unknown,3.0,4,3.0,male,2,1,4,unknown,3,no,17,part_time,3,2,0,0,1989,yes,6.0,28111.13,3.0
no,travel_rarely,2.0,2,4.0,male,3,3,2,single,7,no,16,part_time,0,2,1,0,1985,yes,10.0,73510.0,3.0
no,unknown,29.0,3,2.0,male,1,2,4,unknown,4,none,19,part_time,0,3,1,0,1981,no,16.0,53914.11,3.0
yes,unknown,8.0,1,3.0,male,3,1,3,single,1,no,12,part_time,0,0,0,0,2005,yes,10.0,28111.13,3.0
no,unknown,12.0,4,2.0,male,3,1,4,unknown,3,yes,11,full_time,1,4,1,0,1982,no,6.0,47660.0,3.0
no,travel_rarely,1.0,4,4.0,male,2,1,3,unknown,6,no,12,part_time,1,2,8,7,1988,yes,10.0,22580.0,3.0
no,unknown,2.0,1,3.0,female,3,1,1,unknown,1,none,12,full_time,3,3,1,0,1991,yes,1.0,28270.0,3.0
yes,unknown,3.0,4,3.0,male,2,1,4,married,0,yes,11,full_time,1,5,0,0,2001,yes,1.0,28530.0,3.0
no,non_travel,7.0,3,3.0,male,1,1,3,single,2,no,13,part_time,0,3,0,0,1979,yes,6.0,22900.0,3.0
yes,non_travel,5.0,2,1.0,male,2,1,1,unknown,6,no,17,part_time,1,2,1,0,1982,yes,5.0,21070.0,1.0
no,travel_frequently,2.0,4,2.0,male,3,2,2,unknown,5,no,12,part_time,3,2,0,0,1983,no,10.0,53914.11,3.0
yes,unknown,17.0,2,4.0,female,3,1,2,unknown,1,none,13,part_time,1,3,1,0,1999,yes,1.0,22100.0,1.0
no,travel_frequently,26.0,5,1.0,female,3,3,1,married,3,yes,17,none,0,6,1,0,1981,no,10.0,131910.0,3.0
no,unknown,4.0,2,1.0,male,2,5,3,married,2,none,13,full_time,1,2,1,0,1974,yes,23.0,191324.62,4.0
no,travel_rarely,2.0,2,4.0,male,4,1,2,single,5,none,11,none,0,4,1,0,1975,yes,7.0,53914.11,2.0
no,travel_rarely,7.0,3,3.0,male,3,2,4,unknown,1,none,11,part_time,2,2,6,0,1994,yes,6.0,53914.11,3.0
no,unknown,1.0,3,4.0,male,2,5,4,single,6,no,12,none,0,3,1,0,1975,yes,10.0,182650.0,4.0
no,unknown,20.0,3,3.0,female,4,1,3,unknown,0,no,17,part_time,0,5,1,0,1989,yes,2.0,28111.13,2.0
no,unknown,25.0,3,2.0,female,4,1,4,single,1,none,12,part_time,0,2,1,1,2004,yes,1.0,28111.13,3.0
no,unknown,1.0,2,4.0,male,3,1,3,unknown,1,no,22,part_time,1,2,1,1,2000,no,1.0,28111.13,3.0
yes,travel_frequently,7.0,1,3.0,male,1,1,4,single,1,yes,14,none,0,4,1,0,1998,yes,1.0,53914.11,3.0
no,unknown,7.0,4,2.0,female,4,2,2,married,6,yes,16,part_time,0,2,1,0,1981,no,18.0,23720.0,3.0
no,travel_frequently,6.0,2,2.0,female,2,1,3,single,0,none,14,full_time,0,6,7,7,1972,no,8.0,28380.0,2.0
no,travel_frequently,25.0,3,2.0,female,3,5,2,unknown,3,none,22,full_time,0,4,0,0,1978,no,22.0,180610.0,3.0
no,unknown,11.0,3,3.0,female,4,1,4,married,8,none,14,part_time,1,4,1,0,1996,yes,5.0,28111.13,3.0
no,non_travel,1.0,3,4.0,female,3,1,4,single,1,none,15,part_time,0,5,0,0,2005,no,0.0,16110.0,4.0
yes,travel_frequently,2.0,3,3.0,female,2,1,4,single,7,no,14,part_time,0,3,1,0,1992,yes,3.0,28111.13,4.0
yes,travel_frequently,1.0,4,2.0,female,1,1,3,single,1,none,12,part_time,0,3,1,0,1992,no,10.0,28111.13,3.0
yes,travel_rarely,8.0,3,1.0,female,2,1,2,unknown,1,none,12,part_time,0,3,1,0,1992,no,10.0,28111.13,4.0
no,travel_rarely,11.0,1,2.0,male,3,1,1,married,0,none,14,part_time,0,3,5,4,1996,no,6.0,28111.13,4.0
yes,unknown,2.0,3,1.0,female,2,1,1,single,2,yes,23,none,0,2,1,0,1984,yes,11.0,28111.13,4.0
no,travel_frequently,1.0,5,1.0,female,3,2,3,married,7,none,12,part_time,1,4,1,0,1979,no,11.0,47680.0,2.0
no,unknown,7.0,3,3.0,male,3,1,3,unknown,1,none,13,part_time,2,2,1,0,1993,no,1.0,12740.0,2.0
no,travel_rarely,7.0,1,4.0,male,3,1,3,unknown,1,no,13,part_time,1,3,1,0,1988,yes,1.0,24040.0,3.0
yes,travel_frequently,9.0,3,2.0,male,3,1,1,unknown,2,none,11,part_time,0,2,0,0,1999,no,10.0,28111.13,2.0
no,unknown,13.0,2,4.0,female,3,1,2,married,1,none,13,part_time,1,2,1,0,1999,yes,1.0,20330.0,3.0
yes,unknown,2.0,2,3.0,male,2,1,1,single,7,no,11,part_time,0,2,0,0,1995,yes,8.0,25610.0,2.0
no,travel_rarely,1.0,3,1.0,male,2,1,3,unknown,1,none,14,part_time,1,2,1,0,1995,no,1.0,15630.0,1.0
no,unknown,8.0,5,4.0,male,3,2,3,unknown,2,none,17,none,0,6,0,0,1990,yes,14.0,53914.11,3.0
no,travel_rarely,6.0,3,2.0,female,3,3,2,single,4,none,18,part_time,0,3,2,2,1984,no,9.0,83760.0,3.0
no,unknown,2.0,3,3.0,male,2,1,2,married,4,none,14,full_time,1,3,1,0,1981,yes,10.0,48410.0,3.0
no,travel_rarely,9.0,3,3.0,male,4,1,3,married,6,no,18,part_time,2,2,1,0,1994,no,10.0,28111.13,2.0
no,travel_rarely,1.0,3,4.0,male,2,1,1,unknown,1,no,19,part_time,0,3,3,2,1988,no,10.0,28111.13,3.0
yes,travel_rarely,7.0,3,3.0,female,3,1,1,unknown,1,none,12,none,1,2,1,0,1988,yes,1.0,53914.11,3.0
no,unknown,7.0,4,3.0,male,3,1,4,single,1,none,13,full_time,0,4,1,0,1989,no,10.0,29720.0,3.0
no,travel_rarely,3.0,3,1.0,female,3,1,4,unknown,1,none,21,part_time,0,5,1,0,1997,yes,1.0,28111.13,3.0
no,travel_rarely,1.0,4,2.0,female,3,2,3,single,6,no,13,full_time,0,5,1,0,1987,yes,10.0,68150.0,3.0
no,unknown,7.0,3,3.0,male,3,5,3,married,4,yes,16,full_time,1,2,1,0,1973,no,10.0,191324.62,3.0
no,travel_rarely,9.0,2,4.0,male,2,5,4,unknown,8,no,22,full_time,0,2,1,1,1981,no,24.0,191324.62,3.0
no,unknown,7.0,2,3.0,male,2,1,4,unknown,1,no,18,none,1,5,1,1,1988,no,10.0,53914.11,2.0
no,travel_rarely,1.0,4,4.0,male,4,4,1,unknown,1,none,15,full_time,0,5,26,12,1977,no,27.0,175670.0,1.0
yes,travel_frequently,3.0,2,2.0,female,3,1,4,single,1,yes,12,part_time,0,2,0,0,2005,yes,0.0,15690.0,4.0
no,unknown,5.0,3,1.0,male,2,2,2,divorced,1,yes,13,part_time,1,3,10,9,1994,yes,10.0,41870.0,2.0
no,unknown,5.0,4,1.0,female,3,2,4,unknown,1,no,11,part_time,2,2,10,2,1992,yes,10.0,53914.11,3.0
no,travel_rarely,23.0,2,4.0,male,3,3,3,single,3,none,16,part_time,0,2,2,2,1982,yes,21.0,100071.84,3.0
no,travel_rarely,4.0,2,4.0,female,3,1,3,unknown,7,none,19,full_time,1,5,0,0,1985,yes,7.0,33060.0,3.0
yes,travel_rarely,2.0,4,4.0,male,3,1,2,single,1,no,12,part_time,0,2,1,0,1991,yes,1.0,13930.0,3.0
no,unknown,1.0,4,3.0,male,1,3,4,divorced,3,no,20,full_time,1,2,1,0,1963,no,19.0,108830.0,4.0
yes,unknown,22.0,1,4.0,male,1,1,3,married,1,no,11,none,1,2,1,0,1999,yes,1.0,53914.11,3.0
no,travel_rarely,8.0,2,2.0,female,3,2,1,unknown,2,yes,16,none,1,3,1,0,1983,yes,18.0,53914.11,3.0
no,travel_rarely,7.0,1,2.0,male,3,1,4,married,1,no,12,none,1,2,10,8,1993,yes,10.0,53914.11,2.0
no,non_travel,2.0,4,3.0,male,3,2,2,unknown,7,no,11,part_time,1,3,1,0,1976,yes,4.0,53914.11,1.0
yes,travel_rarely,1.0,2,1.0,male,1,2,2,single,6,none,15,full_time,0,2,0,0,1991,no,10.0,67350.0,3.0
no,travel_rarely,7.0,3,3.0,female,1,3,3,married,4,none,21,none,2,2,5,3,1978,yes,9.0,97560.0,4.0
no,unknown,2.0,4,4.0,male,4,1,4,married,0,yes,14,part_time,3,3,5,2,1989,no,6.0,28111.13,3.0
yes,unknown,16.0,3,1.0,female,3,3,1,unknown,2,yes,20,part_time,0,2,0,0,1990,yes,10.0,100071.84,2.0
yes,travel_rarely,16.0,4,1.0,male,3,3,3,married,2,none,13,none,3,2,1,0,1992,yes,10.0,53914.11,3.0
no,travel_rarely,4.0,3,4.0,female,2,1,1,divorced,1,none,13,part_time,1,2,1,0,1994,yes,10.0,28111.13,3.0
no,unknown,16.0,3,3.0,male,4,2,3,married,3,no,16,part_time,1,3,7,7,1993,no,10.0,52940.0,3.0
no,travel_rarely,18.0,3,2.0,male,1,2,4,married,3,none,16,part_time,1,2,1,0,1985,yes,10.0,53914.11,3.0
yes,unknown,17.0,3,3.0,male,2,1,3,unknown,9,yes,16,part_time,1,4,1,0,1980,no,6.0,24370.0,3.0
no,travel_rarely,7.0,3,3.0,male,2,5,1,married,8,no,12,full_time,3,2,1,0,1968,no,34.0,191324.62,3.0
yes,unknown,7.0,1,2.0,male,3,1,2,single,1,none,13,none,0,3,1,0,2002,yes,10.0,53914.11,3.0
yes,travel_rarely,7.0,1,3.0,female,3,1,1,unknown,1,yes,17,part_time,0,6,1,0,2001,yes,1.0,28111.13,3.0
no,travel_rarely,8.0,2,3.0,male,3,2,2,divorced,2,no,13,part_time,0,4,10,7,1986,yes,19.0,40710.0,2.0
no,travel_rarely,13.0,3,2.0,male,4,2,1,married,5,no,18,part_time,2,2,0,0,1981,no,10.0,53914.11,2.0
no,unknown,14.0,3,2.0,female,3,1,3,single,1,none,16,none,0,4,0,0,2005,yes,0.0,53914.11,1.0
yes,travel_rarely,18.0,5,4.0,male,4,1,1,married,0,no,17,full_time,0,4,1,0,1992,yes,2.0,29560.0,3.0
no,travel_rarely,2.0,4,4.0,female,3,2,2,unknown,4,yes,22,none,1,2,1,0,1987,yes,10.0,53914.11,3.0
no,travel_frequently,10.0,4,4.0,male,3,2,4,unknown,8,none,13,part_time,0,2,0,0,1991,yes,10.0,46480.0,4.0
no,unknown,29.0,1,4.0,male,1,2,3,divorced,8,no,17,part_time,2,3,7,6,1994,no,11.0,53914.11,3.0
no,travel_rarely,8.0,3,4.0,male,3,1,3,unknown,4,no,13,part_time,0,3,0,0,1981,yes,10.0,28111.13,3.0
no,travel_rarely,6.0,1,4.0,male,2,1,2,married,1,no,11,part_time,0,3,1,0,1994,yes,10.0,28040.0,3.0
yes,unknown,24.0,2,4.0,male,2,1,4,unknown,1,yes,24,part_time,0,3,1,0,1994,no,1.0,24390.0,2.0
no,travel_rarely,3.0,3,2.0,female,3,1,2,unknown,1,no,19,none,1,3,1,0,1995,yes,1.0,53914.11,3.0
yes,unknown,9.0,3,2.0,male,3,1,4,unknown,1,none,13,none,0,3,1,0,1993,no,10.0,53914.11,2.0
yes,travel_rarely,7.0,1,4.0,male,3,1,2,single,1,none,23,none,0,2,1,0,2001,yes,1.0,53914.11,3.0
no,unknown,1.0,2,2.0,female,2,1,3,unknown,1,yes,13,full_time,1,3,1,0,1997,no,1.0,29330.0,2.0
no,travel_rarely,1.0,4,2.0,male,4,2,1,unknown,2,none,15,part_time,1,5,2,2,1979,yes,10.0,53914.11,3.0
yes,travel_frequently,24.0,3,3.0,male,4,1,1,single,1,no,17,part_time,0,3,1,0,1994,yes,1.0,10910.0,3.0
yes,travel_rarely,13.0,2,4.0,female,3,2,3,unknown,3,yes,11,part_time,0,0,2,2,1995,yes,6.0,53914.11,3.0
no,travel_rarely,11.0,5,4.0,female,2,2,1,married,4,none,16,part_time,1,3,0,0,1967,yes,10.0,53914.11,3.0
no,travel_rarely,9.0,2,1.0,male,3,2,1,married,1,no,25,part_time,1,3,10,9,1984,yes,10.0,51510.0,3.0
no,unknown,21.0,3,4.0,female,3,4,4,unknown,4,yes,13,full_time,1,2,1,0,1965,yes,10.0,153407.07,2.0
no,travel_rarely,12.0,4,2.0,male,3,2,4,divorced,3,none,12,part_time,2,4,0,0,1981,no,14.0,53914.11,3.0
yes,unknown,22.0,3,1.0,female,2,1,2,married,1,no,12,full_time,0,2,1,0,1996,no,10.0,28630.0,3.0
no,travel_rarely,1.0,3,1.0,male,2,1,1,single,4,none,14,none,0,3,1,0,1985,yes,20.0,53914.11,2.0
no,unknown,5.0,4,4.0,male,2,2,4,unknown,8,no,24,part_time,0,1,1,0,1991,yes,10.0,53914.11,3.0
no,unknown,2.0,1,4.0,female,1,1,4,unknown,1,none,11,part_time,3,4,1,0,1992,yes,10.0,11290.0,3.0
no,travel_rarely,2.0,3,3.0,female,3,1,2,unknown,4,no,14,part_time,0,3,2,2,1998,no,6.0,28111.13,3.0
no,unknown,7.0,4,1.0,male,3,1,4,married,8,no,19,part_time,2,3,1,0,1983,yes,8.0,28111.13,2.0
no,non_travel,9.0,3,4.0,male,3,5,4,unknown,2,none,13,full_time,0,3,6,3,1984,no,10.0,194310.0,2.0
yes,unknown,9.0,3,4.0,male,3,1,1,married,1,no,19,none,1,3,1,0,2000,no,10.0,53914.11,3.0
no,travel_rarely,26.0,4,3.0,female,3,3,4,single,1,yes,16,part_time,0,2,9,7,1988,no,10.0,100071.84,3.0
no,travel_rarely,7.0,2,2.0,male,3,1,3,unknown,0,yes,25,none,1,4,11,7,1989,yes,12.0,23080.0,3.0
no,non_travel,16.0,3,3.0,male,3,1,3,single,1,no,14,part_time,0,3,5,4,1995,no,5.0,21440.0,2.0
no,unknown,1.0,3,1.0,male,3,2,1,married,0,no,12,part_time,1,5,5,2,1994,no,6.0,53730.0,2.0
yes,travel_rarely,23.0,4,4.0,female,3,3,4,married,1,none,12,part_time,1,3,40,6,1965,yes,40.0,100071.84,2.0
no,unknown,3.0,3,1.0,male,3,3,3,divorced,0,none,12,part_time,2,6,16,13,1985,yes,10.0,100071.84,2.0
no,travel_frequently,1.0,1,2.0,female,3,3,4,married,1,none,14,part_time,1,5,11,1,1994,yes,11.0,100071.84,3.0
no,travel_rarely,1.0,3,4.0,male,3,5,1,single,0,none,14,none,0,2,36,13,1968,yes,37.0,190450.0,3.0
no,unknown,2.0,4,4.0,male,3,4,2,unknown,1,none,19,full_time,0,2,22,4,1982,yes,10.0,160150.0,3.0
no,travel_rarely,1.0,3,3.0,male,4,3,4,unknown,0,no,17,none,3,5,18,7,1984,yes,19.0,53914.11,2.0
no,unknown,15.0,2,3.0,male,2,3,4,unknown,0,none,14,full_time,1,3,11,9,1985,yes,10.0,115100.0,3.0
no,unknown,12.0,3,1.0,male,2,4,2,unknown,1,no,11,none,1,3,25,9,1980,yes,10.0,53914.11,3.0
no,unknown,7.0,2,2.0,female,3,2,1,married,1,no,12,part_time,1,5,13,12,1992,yes,13.0,43060.0,1.0
no,travel_rarely,29.0,4,2.0,male,2,4,3,married,0,no,15,full_time,1,2,27,7,1973,yes,28.0,170460.0,3.0
