age,employee_turnover,business_travel_frequency,daily_rate,distance_from_home_km,education_level,education_field,remove_column,employee_id,environmental_satisfaction_level,gender,hourly_rate,job_involvement_level,job_level,job_role,job_satisfaction_level,marital_status,monthly_income,monthly_rate,num_companies_worked,over_18,percent_salary_hike,relationship_satisfaction_level,stock_option_level,training_sessions_last_year,years_at_company,years_since_last_promotion,years_with_current_manager,birth_year,overtime_hours,performance_rating,standard_work_hours,total_years_worked,work_life_balance,same_as_monthly_income,annual_salary,remote_work
29,no,nan,1231.39,3.0,4,nan,1,904,2.0,male,153.92,2,3,research_director,3,nan,9945.83,25859.17,1,,18,3,0,2,10,0,7,1994,no,3,full_time,,3,9945.83,119350.0,yes
29,yes,nan,262.68,25.0,5,technical_degree,1,905,3.0,female,,2,1,research_scientist,2,married,,5516.33,5,,16,2,0,2,2,1,1,1994,no,3,part_time,6,4,,25460.0,no
46,no,nan,1842.8,2.0,3,life_sciences,1,906,1.0,male,,3,4,research_director,3,married,,38698.83,6,,13,3,0,2,3,0,1,1977,no,3,full_time,,1,,178610.0,no
46,no,nan,1032.49,10.0,3,marketing,1,907,3.0,female,,2,3,sales_executive,4,nan,8339.32,21682.23,2,,19,3,1,3,3,1,2,1977,none,3,none,15,3,8339.32,,no
30,no,travel_rarely,290.04,7.0,1,marketing,1,908,4.0,male,,3,1,sales_representative,2,single,,6090.75,0,,14,1,0,3,3,1,2,1993,none,3,part_time,,3,,28111.13,yes
34,yes,travel_frequently,1032.49,23.0,3,nan,1,909,2.0,female,129.06,3,3,human_resources,1,divorced,,21682.23,9,,15,3,3,2,3,0,2,1989,yes,3,part_time,,3,,100071.84,no
42,no,nan,290.04,5.0,2,other,1,910,2.0,male,36.25,3,1,laboratory_technician,3,married,2342.59,6090.75,4,,17,4,1,4,2,2,0,1981,no,3,part_time,,,2342.59,28111.13,yes
22,yes,nan,401.76,,1,technical_degree,1,911,3.0,male,50.22,2,1,laboratory_technician,3,single,3245.0,8437.0,5,,16,3,0,3,2,1,2,2001,no,3,full_time,4,3,3245.0,38940.0,yes
29,no,travel_rarely,439.73,19.0,3,technical_degree,1,912,4.0,male,,3,2,manufacturing_director,4,divorced,,9234.33,4,,12,2,2,2,3,1,2,1994,no,3,part_time,8,4,,42620.0,yes
46,no,travel_frequently,1086.12,18.0,1,medical,1,913,1.0,female,,3,3,healthcare_representative,3,married,,22808.5,5,,11,4,0,3,2,1,2,1977,no,3,none,,2,,105270.0,yes
32,yes,nan,556.26,11.0,4,other,1,914,4.0,male,,4,2,sales_executive,3,nan,,11681.39,8,,12,4,0,2,4,1,2,1991,none,3,part_time,,3,,53914.11,yes
24,no,nan,247.62,24.0,3,medical,1,915,4.0,male,,3,1,sales_representative,4,nan,2000.0,5200.0,0,,13,3,2,3,2,2,1,1999,no,3,none,3,3,2000.0,,no
35,no,travel_rarely,379.79,25.0,2,nan,1,916,1.0,male,,2,2,laboratory_technician,4,single,,7975.5,4,,14,4,0,3,3,0,2,1988,no,3,part_time,,3,,36810.0,no
42,no,nan,556.26,2.0,4,life_sciences,1,917,3.0,female,,3,2,healthcare_representative,4,married,4492.84,11681.39,1,,13,2,2,4,10,2,2,1981,no,3,part_time,10,3,4492.84,53914.11,yes
48,no,travel_rarely,1582.77,1.0,4,nan,1,918,4.0,female,197.85,2,4,manager,1,married,,33238.2,7,,11,1,1,3,3,0,2,1975,no,3,full_time,21,1,,153407.07,yes
44,no,travel_rarely,556.26,1.0,4,nan,1,919,1.0,female,,2,2,human_resources,3,nan,4492.84,11681.39,4,,11,2,0,1,2,0,2,1979,no,,part_time,10,4,4492.84,53914.11,yes
34,no,nan,290.04,14.0,3,nan,1,920,3.0,female,36.25,3,1,sales_representative,3,nan,2342.59,6090.75,1,,18,4,2,3,8,0,6,1989,yes,3,part_time,8,3,2342.59,28111.13,yes
21,no,nan,355.64,22.0,1,technical_degree,1,921,3.0,male,,3,1,sales_representative,3,nan,2872.5,7468.5,1,,11,3,0,2,3,1,2,2002,none,,full_time,,3,2872.5,34470.0,yes
44,no,travel_rarely,2013.25,3.0,4,nan,1,922,4.0,male,,3,5,manager,4,nan,16260.83,42278.17,4,,12,1,1,2,2,0,1,1979,none,3,none,26,4,16260.83,,yes
22,no,travel_rarely,290.04,6.0,1,medical,1,923,1.0,male,,3,1,research_scientist,3,married,2342.59,6090.75,0,,20,4,0,3,2,2,2,2001,none,4,part_time,,3,2342.59,28111.13,yes
26,no,travel_rarely,274.34,6.0,3,nan,1,924,3.0,female,,3,1,laboratory_technician,4,nan,2215.83,5761.17,1,,13,3,1,2,3,0,2,1997,yes,,none,,3,2215.83,,no
36,no,nan,912.79,9.0,2,medical,1,925,2.0,male,,2,2,manufacturing_director,2,nan,7372.5,19168.5,2,,11,3,1,2,3,0,2,1987,yes,3,full_time,13,3,7372.5,88470.0,yes
27,no,nan,210.99,3.0,4,medical,1,926,1.0,male,26.37,2,1,research_scientist,4,single,,4430.83,0,,13,4,0,0,4,1,1,1996,none,3,part_time,5,3,,20450.0,yes
23,no,travel_rarely,290.04,4.0,3,nan,1,927,1.0,male,,4,1,research_scientist,1,nan,2342.59,6090.75,2,,16,1,1,3,3,0,2,2000,none,3,part_time,5,4,2342.59,28111.13,no
25,no,nan,500.5,8.0,3,life_sciences,1,928,4.0,male,,4,2,sales_executive,2,nan,4042.5,10510.5,0,,22,3,1,4,3,1,2,1998,no,4,part_time,4,3,4042.5,48510.0,no
48,no,nan,837.78,,1,nan,1,929,,male,104.72,4,2,sales_executive,2,married,,17593.33,3,,12,4,0,3,2,2,2,1975,none,3,full_time,,3,,81200.0,yes
24,yes,travel_rarely,472.23,3.0,2,life_sciences,1,930,1.0,female,59.03,3,2,sales_executive,3,single,3814.17,9916.83,9,,14,1,0,3,2,2,0,1999,no,3,part_time,,3,3814.17,45770.0,yes
60,no,travel_rarely,557.66,16.0,4,nan,1,931,1.0,male,,3,2,sales_executive,1,single,,11710.83,8,,14,4,0,1,2,2,2,1963,no,3,full_time,10,3,,54050.0,no
50,no,nan,290.04,8.0,4,marketing,1,932,4.0,male,36.25,3,1,sales_representative,2,married,2342.59,6090.75,7,,15,4,1,2,2,2,2,1973,no,3,part_time,4,3,2342.59,28111.13,yes
44,no,non_travel,382.57,24.0,3,nan,1,933,1.0,male,47.82,1,1,laboratory_technician,3,single,,8034.0,2,,14,3,0,5,5,1,4,1979,none,3,full_time,9,3,,37080.0,no
47,no,travel_frequently,1420.71,3.0,3,nan,1,934,4.0,female,,3,4,sales_executive,3,divorced,11475.0,29835.0,9,,12,4,2,2,22,11,13,1976,yes,3,full_time,28,2,11475.0,137700.0,yes
42,yes,nan,290.04,19.0,3,nan,1,935,3.0,male,,4,1,research_scientist,3,divorced,2342.59,6090.75,6,,12,4,0,2,2,2,2,1981,none,3,part_time,,3,2342.59,28111.13,yes
43,no,travel_frequently,556.26,15.0,3,life_sciences,1,936,4.0,male,,2,2,sales_executive,4,married,4492.84,11681.39,3,,18,3,1,5,2,2,2,1980,none,,part_time,7,3,4492.84,53914.11,yes
40,no,nan,290.04,2.0,1,nan,1,937,4.0,female,,2,1,research_scientist,4,single,2342.59,6090.75,0,,20,4,0,2,4,2,3,1983,none,4,part_time,5,2,2342.59,28111.13,no
29,no,nan,236.99,10.0,3,nan,1,938,4.0,male,,3,1,sales_representative,2,nan,1914.17,4976.83,1,,14,4,2,2,2,2,2,1994,no,3,none,,3,1914.17,,no
53,no,nan,252.78,6.0,3,nan,1,939,4.0,male,,3,2,laboratory_technician,4,single,2041.67,5308.33,2,,17,4,0,4,2,2,2,1970,none,3,part_time,19,3,2041.67,24500.0,no
23,no,travel_rarely,290.04,,1,medical,1,940,1.0,male,,4,1,research_scientist,3,single,2342.59,6090.75,1,,18,4,0,3,2,0,2,2000,none,3,part_time,,3,2342.59,28111.13,no
55,yes,nan,1973.98,2.0,3,medical,1,941,4.0,male,,3,5,manager,1,nan,15943.72,41453.67,5,,13,4,1,2,5,1,4,1968,yes,3,none,24,3,15943.72,,no
26,no,travel_frequently,290.04,1.0,2,life_sciences,1,942,1.0,female,36.25,1,1,laboratory_technician,4,nan,2342.59,6090.75,3,,14,1,1,2,2,2,0,1997,no,3,part_time,,3,2342.59,28111.13,yes
34,no,travel_rarely,290.04,1.0,4,nan,1,943,2.0,female,,4,1,research_scientist,4,single,2342.59,6090.75,2,,16,3,0,2,4,1,3,1989,no,3,none,,3,2342.59,,no
27,no,nan,447.98,8.0,1,marketing,1,944,3.0,male,,3,2,sales_executive,4,married,3618.33,9407.67,0,,19,2,1,3,4,1,1,1996,none,3,part_time,5,3,3618.33,43420.0,yes
35,no,travel_rarely,265.37,8.0,4,nan,1,945,1.0,female,,3,1,sales_representative,4,nan,2143.33,5572.67,1,,16,2,1,1,3,0,2,1988,no,3,none,3,2,2143.33,,yes
30,no,travel_rarely,290.04,,3,nan,1,946,4.0,male,36.25,1,1,laboratory_technician,3,married,2342.59,6090.75,3,,21,3,2,2,2,0,2,1993,no,,part_time,7,3,2342.59,28111.13,yes
34,no,nan,670.63,8.0,2,nan,1,947,3.0,female,,3,2,sales_executive,1,nan,5416.67,14083.33,5,,17,2,1,1,3,1,2,1989,no,3,none,,3,5416.67,,yes
52,no,travel_rarely,324.9,,4,life_sciences,1,948,,female,40.61,3,2,laboratory_technician,3,nan,2624.17,6822.83,8,,20,2,1,3,5,1,4,1971,none,4,part_time,9,3,2624.17,31490.0,yes
33,yes,travel_rarely,549.3,16.0,3,marketing,1,949,1.0,female,,3,2,sales_executive,1,single,4436.67,11535.33,5,,15,3,0,3,3,0,2,1990,none,3,part_time,,3,4436.67,53240.0,no
35,no,travel_rarely,290.04,,4,nan,1,950,,female,36.25,4,1,research_scientist,3,single,,6090.75,3,,13,3,0,0,2,2,2,1988,no,3,part_time,7,3,,28111.13,no
28,yes,nan,452.11,2.0,4,nan,1,951,3.0,male,,3,1,research_scientist,3,single,3651.67,9494.33,6,,17,4,0,3,2,2,1,1995,no,3,full_time,5,2,3651.67,43820.0,yes
36,no,travel_rarely,290.04,13.0,3,human_resources,1,952,3.0,male,36.25,3,1,human_resources,2,married,2342.59,6090.75,4,,13,2,1,2,5,0,4,1987,none,3,part_time,,3,2342.59,28111.13,yes
34,no,travel_frequently,263.4,16.0,4,nan,1,953,3.0,female,32.93,2,1,research_scientist,4,single,2127.5,5531.5,1,,16,3,0,3,5,1,3,1989,no,3,part_time,6,3,2127.5,25530.0,yes
34,no,nan,290.04,3.0,2,nan,1,954,3.0,male,,3,1,human_resources,4,nan,2342.59,6090.75,0,,19,3,1,1,3,0,2,1989,none,3,none,4,1,2342.59,,no
44,no,travel_rarely,612.13,4.0,3,nan,1,955,4.0,male,76.52,3,2,healthcare_representative,2,single,4944.17,12854.83,9,,12,4,0,2,5,2,3,1979,none,3,full_time,10,2,4944.17,59330.0,yes
32,no,nan,454.28,13.0,4,life_sciences,1,956,2.0,male,,3,2,sales_executive,4,divorced,,9539.83,2,,11,3,1,3,5,0,3,1991,none,3,part_time,8,2,,44030.0,yes
53,no,nan,1128.11,7.0,2,nan,1,957,1.0,female,141.01,2,3,sales_executive,4,married,9111.67,23690.33,7,,18,4,1,3,5,0,4,1970,yes,3,full_time,35,3,9111.67,109340.0,no
22,no,nan,556.26,1.0,2,life_sciences,1,958,4.0,male,,2,2,manufacturing_director,4,nan,4492.84,11681.39,6,,22,1,2,2,2,2,2,2001,none,4,part_time,4,1,4492.84,53914.11,no
44,no,travel_rarely,290.04,8.0,4,life_sciences,1,959,1.0,male,,4,1,laboratory_technician,4,nan,2342.59,6090.75,2,,24,3,1,2,3,0,2,1979,yes,4,part_time,10,2,2342.59,28111.13,no
35,yes,travel_frequently,208.62,25.0,4,life_sciences,1,960,4.0,female,,3,1,research_scientist,2,divorced,1685.0,4381.0,1,,19,1,1,3,10,7,8,1988,none,3,part_time,10,2,1685.0,20220.0,yes
25,no,nan,439.11,4.0,1,nan,1,961,3.0,male,,2,2,sales_executive,1,nan,3546.67,9221.33,1,,12,1,0,1,5,0,3,1998,no,3,part_time,5,4,3546.67,42560.0,no
49,no,travel_rarely,369.37,1.0,3,technical_degree,1,962,3.0,female,,3,1,research_scientist,1,nan,2983.33,7756.67,2,,16,2,1,2,4,0,2,1974,no,3,none,7,3,2983.33,,no
24,no,non_travel,290.04,,1,life_sciences,1,963,1.0,male,,2,1,laboratory_technician,4,nan,2342.59,6090.75,0,,17,4,0,2,5,3,4,1999,none,3,part_time,,2,2342.59,28111.13,no
38,no,travel_rarely,299.1,9.0,3,marketing,1,964,2.0,male,,2,1,sales_representative,2,nan,2415.83,6281.17,0,,19,4,1,3,2,1,2,1985,none,3,full_time,3,3,2415.83,28990.0,yes
29,yes,travel_rarely,290.04,1.0,3,medical,1,965,2.0,female,36.25,2,1,sales_representative,3,nan,2342.59,6090.75,6,,19,3,3,3,3,0,2,1994,yes,3,part_time,5,3,2342.59,28111.13,no
43,no,travel_frequently,573.86,1.0,3,life_sciences,1,966,4.0,female,,3,2,healthcare_representative,4,married,4635.0,12051.0,4,,13,2,1,2,5,2,2,1980,none,3,none,12,2,4635.0,,yes
28,no,travel_rarely,556.26,5.0,4,medical,1,967,1.0,male,,3,2,sales_executive,4,single,,11681.39,1,,14,2,0,3,4,0,2,1995,none,3,part_time,4,3,,53914.11,no
20,yes,travel_rarely,290.04,2.0,3,nan,1,968,3.0,female,36.25,2,1,sales_representative,3,single,2342.59,6090.75,1,,13,4,0,3,2,0,2,2003,none,3,part_time,2,2,2342.59,28111.13,yes
47,no,nan,290.04,2.0,4,life_sciences,1,969,4.0,female,,2,1,sales_representative,4,single,2342.59,6090.75,1,,18,1,0,3,3,1,2,1976,yes,3,none,3,2,2342.59,,yes
22,yes,travel_rarely,556.26,3.0,1,life_sciences,1,970,2.0,female,,3,2,manufacturing_director,3,married,4492.84,11681.39,0,,19,1,1,3,3,0,2,2001,yes,3,part_time,4,4,4492.84,53914.11,yes
28,no,nan,245.25,9.0,3,medical,1,971,3.0,female,,3,1,research_scientist,3,divorced,1980.83,5150.17,5,,18,2,1,2,2,2,2,1995,no,3,part_time,6,3,1980.83,23770.0,yes
39,yes,nan,248.03,6.0,3,medical,1,972,4.0,male,,3,1,laboratory_technician,1,married,,5208.67,7,,21,4,0,2,2,2,2,1984,none,4,part_time,,1,,24040.0,yes
33,no,travel_rarely,288.79,1.0,4,nan,1,973,3.0,male,36.1,2,1,research_scientist,1,single,2332.5,6064.5,3,,11,2,0,1,3,0,2,1990,none,3,part_time,,3,2332.5,27990.0,no
36,no,travel_rarely,290.04,7.0,4,other,1,974,2.0,male,36.25,3,1,research_scientist,4,single,2342.59,6090.75,2,,18,3,0,6,6,0,1,1987,none,3,part_time,8,3,2342.59,28111.13,yes
35,no,travel_rarely,556.26,,3,nan,1,975,3.0,female,,3,2,sales_executive,3,nan,4492.84,11681.39,1,,16,2,0,3,5,1,0,1988,none,3,none,5,3,4492.84,,yes
31,yes,nan,290.04,9.0,2,medical,1,976,3.0,male,,2,1,research_scientist,1,single,,6090.75,0,,22,1,0,0,3,1,2,1992,yes,4,part_time,4,3,,28111.13,no
33,no,travel_rarely,356.16,13.0,1,life_sciences,1,977,2.0,female,44.52,3,1,research_scientist,4,single,2876.67,7479.33,3,,18,1,0,4,3,0,2,1990,none,3,full_time,5,3,2876.67,34520.0,no
27,no,nan,290.02,,4,nan,1,978,,female,,3,1,laboratory_technician,2,married,2342.5,6090.5,9,,14,2,1,2,2,2,2,1996,no,3,part_time,4,3,2342.5,28110.0,no
30,yes,travel_rarely,290.04,22.0,3,nan,1,979,1.0,female,36.25,3,1,research_scientist,3,married,,6090.75,4,,11,2,0,2,5,0,1,1993,none,3,part_time,,,,28111.13,yes
24,no,nan,451.6,17.0,1,medical,1,980,4.0,female,,2,2,manufacturing_director,3,divorced,3647.5,9483.5,1,,15,2,2,6,4,3,2,1999,no,3,part_time,5,3,3647.5,43770.0,no
35,yes,travel_rarely,290.04,14.0,4,other,1,981,3.0,male,,2,1,laboratory_technician,2,divorced,2342.59,6090.75,1,,24,4,1,2,4,0,2,1988,yes,4,part_time,5,1,2342.59,28111.13,no
30,yes,nan,290.04,5.0,3,nan,1,982,2.0,female,,3,1,laboratory_technician,2,nan,2342.59,6090.75,0,,17,1,0,3,3,1,2,1993,none,3,part_time,4,3,2342.59,28111.13,yes
48,no,travel_rarely,437.46,6.0,3,nan,1,983,1.0,male,,2,2,healthcare_representative,3,nan,3533.33,9186.67,2,,13,4,0,0,2,2,2,1975,no,3,none,19,3,3533.33,,yes
41,no,travel_rarely,556.26,7.0,2,medical,1,984,4.0,female,,3,2,manufacturing_director,3,nan,4492.84,11681.39,6,,14,2,0,6,2,2,1,1982,none,3,none,8,3,4492.84,,no
27,no,nan,436.12,2.0,4,nan,1,985,1.0,female,,3,2,manufacturing_director,4,nan,3522.5,9158.5,0,,18,2,1,2,3,2,2,1996,none,3,part_time,,,3522.5,42270.0,yes
35,no,travel_rarely,404.13,10.0,3,other,1,986,2.0,male,,3,1,laboratory_technician,4,nan,3264.17,8486.83,1,,20,1,1,4,3,1,2,1988,no,4,full_time,3,2,3264.17,39170.0,no
26,yes,non_travel,512.67,29.0,2,medical,1,987,2.0,male,,1,2,sales_executive,1,single,,10766.17,8,,18,4,0,6,2,2,2,1997,no,3,part_time,,3,,49690.0,yes
33,no,non_travel,290.04,8.0,1,life_sciences,1,988,2.0,female,,2,1,sales_representative,4,nan,,6090.75,0,,19,4,0,2,2,2,2,1990,none,3,part_time,,2,,28111.13,no
26,yes,nan,210.68,2.0,3,life_sciences,1,989,1.0,male,,3,1,research_scientist,1,married,1701.67,4424.33,6,,14,2,1,2,3,1,2,1997,none,3,part_time,6,3,1701.67,20420.0,yes
38,no,travel_frequently,291.06,3.0,4,nan,1,990,3.0,male,,3,1,research_scientist,3,nan,2350.83,6112.17,3,,16,1,1,2,2,2,2,1985,no,3,none,8,3,2350.83,,no
46,no,nan,1973.98,,4,medical,1,991,,male,,3,5,research_director,4,nan,,41453.67,9,,17,4,2,0,2,2,2,1977,no,3,full_time,23,3,,191324.62,yes
20,yes,nan,290.04,9.0,3,marketing,1,992,4.0,female,,3,1,sales_representative,4,single,2342.59,6090.75,1,,14,2,0,3,2,0,2,2003,yes,3,part_time,2,3,2342.59,28111.13,yes
30,no,nan,1027.31,,3,other,1,993,,male,,3,2,manufacturing_director,1,married,8297.5,21573.5,0,,15,3,1,1,6,0,2,1993,none,3,none,7,2,8297.5,,no
27,no,non_travel,290.04,8.0,5,nan,1,994,1.0,male,,1,1,laboratory_technician,3,married,2342.59,6090.75,1,,19,4,3,4,3,1,2,1996,none,3,part_time,3,,2342.59,28111.13,no
55,no,nan,1032.49,2.0,1,nan,1,995,4.0,male,,3,3,manufacturing_director,2,married,,21682.23,3,,18,2,1,4,3,1,2,1968,no,3,part_time,23,3,,100071.84,yes
33,no,travel_rarely,1032.49,5.0,3,life_sciences,1,996,4.0,male,,2,3,healthcare_representative,4,nan,8339.32,21682.23,4,,15,3,1,2,3,1,2,1990,no,3,none,,3,8339.32,100071.84,yes
28,no,nan,227.71,15.0,2,life_sciences,1,997,1.0,male,,3,1,laboratory_technician,3,nan,1839.17,4781.83,1,,16,4,1,5,4,2,2,1995,no,3,none,4,2,1839.17,22070.0,yes
34,no,nan,800.22,3.0,1,life_sciences,1,998,1.0,male,,3,2,healthcare_representative,4,nan,6463.33,16804.67,0,,17,3,0,1,6,0,4,1989,no,3,none,,2,6463.33,,yes
33,yes,nan,290.04,25.0,3,medical,1,999,1.0,male,,2,1,research_scientist,2,single,2342.59,6090.75,4,,20,2,0,0,2,2,2,1990,yes,4,part_time,5,3,2342.59,28111.13,no
33,no,nan,556.26,7.0,3,life_sciences,1,1000,4.0,female,,3,2,sales_executive,2,married,4492.84,11681.39,0,,17,3,1,3,3,0,2,1990,no,3,part_time,4,3,4492.84,53914.11,no
21,no,nan,213.57,1.0,1,nan,1,1001,4.0,female,,2,1,research_scientist,2,single,,4485.0,1,,11,3,0,6,2,2,2,2002,yes,3,part_time,2,4,,20700.0,yes
31,no,travel_frequently,287.96,20.0,3,nan,1,1002,3.0,male,,4,1,sales_representative,4,married,,6047.17,0,,12,1,1,4,2,2,2,1992,no,,none,3,3,,27910.0,yes
35,no,nan,556.26,11.0,2,marketing,1,1003,4.0,male,,3,2,sales_executive,4,divorced,4492.84,11681.39,1,,11,4,1,3,5,0,2,1988,none,3,none,5,3,4492.84,,yes
34,no,nan,556.26,2.0,2,nan,1,1004,4.0,male,,3,2,manufacturing_director,3,single,4492.84,11681.39,2,,11,4,0,3,3,0,2,1989,no,3,none,,,4492.84,,yes
33,yes,nan,848.51,9.0,4,nan,1,1005,1.0,female,106.06,3,2,sales_executive,1,single,,17818.67,0,,17,1,0,3,5,0,3,1990,none,3,full_time,6,3,,82240.0,no
31,yes,nan,269.29,15.0,3,medical,1,1006,3.0,male,,3,1,laboratory_technician,3,nan,,5655.0,1,,12,3,1,5,2,2,2,1992,no,3,part_time,,2,,26100.0,yes
37,no,travel_rarely,591.29,25.0,2,nan,1,1007,3.0,female,73.91,2,2,healthcare_representative,4,nan,4775.83,12417.17,7,,13,3,2,2,6,1,3,1986,no,3,full_time,9,3,4775.83,57310.0,yes
27,no,travel_rarely,261.96,6.0,3,nan,1,1008,4.0,male,32.75,2,1,research_scientist,3,married,,5501.17,1,,13,3,1,0,4,2,2,1996,no,,part_time,4,3,,25390.0,yes
35,no,travel_frequently,245.14,4.0,4,other,1,1009,4.0,male,30.64,2,1,laboratory_technician,4,married,,5148.0,1,,13,2,1,2,2,2,2,1988,none,3,part_time,2,4,,23760.0,yes
56,no,nan,1973.98,4.0,4,nan,1,1010,4.0,female,246.75,3,5,manager,1,divorced,15943.72,41453.67,4,,13,4,1,2,5,4,2,1967,no,3,full_time,28,3,15943.72,191324.62,yes
45,no,nan,290.04,7.0,3,medical,1,1011,1.0,female,,3,1,research_scientist,3,nan,2342.59,6090.75,4,,19,3,1,2,3,0,2,1978,yes,3,part_time,,,2342.59,28111.13,yes
20,no,travel_rarely,290.04,3.0,3,nan,1,1012,1.0,male,,2,1,laboratory_technician,3,single,2342.59,6090.75,1,,12,1,0,2,2,1,2,2003,none,3,part_time,2,2,2342.59,28111.13,yes
50,no,travel_frequently,1582.77,2.0,3,nan,1,1013,4.0,female,,3,4,manager,1,nan,12783.92,33238.2,2,,22,3,1,3,2,2,2,1973,no,4,full_time,,,12783.92,153407.07,yes
46,no,nan,1968.67,15.0,2,life_sciences,1,1014,4.0,male,,3,5,research_director,2,nan,,41342.17,5,,11,1,1,2,4,0,3,1977,none,3,full_time,25,3,,190810.0,yes
32,no,nan,283.01,13.0,3,other,1,1015,3.0,female,,2,1,laboratory_technician,2,married,,5943.17,1,,20,3,1,2,2,2,2,1991,no,4,part_time,2,3,,27430.0,yes
35,no,nan,1032.49,8.0,2,nan,1,1016,3.0,female,,2,3,sales_executive,4,married,8339.32,21682.23,4,,11,2,1,6,13,4,12,1988,none,3,part_time,16,2,8339.32,100071.84,no
29,no,nan,387.94,1.0,3,life_sciences,1,1017,1.0,female,48.49,3,1,research_scientist,4,divorced,3133.33,8146.67,1,,15,1,3,5,3,1,2,1994,no,3,full_time,3,,3133.33,37600.0,yes
21,yes,travel_frequently,290.04,10.0,2,nan,1,1018,1.0,female,,2,1,laboratory_technician,3,nan,2342.59,6090.75,1,,20,3,0,2,2,2,2,2002,none,4,none,2,1,2342.59,,yes
34,no,travel_rarely,468.21,2.0,3,marketing,1,1019,3.0,female,,3,2,sales_executive,1,nan,3781.67,9832.33,0,,12,4,0,3,3,0,2,1989,none,3,part_time,4,3,3781.67,45380.0,yes
28,no,nan,290.04,1.0,4,medical,1,1020,4.0,male,,3,1,laboratory_technician,3,single,2342.59,6090.75,0,,11,3,0,2,4,0,2,1995,yes,3,part_time,,2,2342.59,28111.13,no
35,no,travel_rarely,290.04,6.0,1,life_sciences,1,1021,3.0,male,36.25,3,1,research_scientist,3,married,2342.59,6090.75,0,,14,4,0,3,3,2,2,1988,yes,,part_time,4,3,2342.59,28111.13,no
28,no,travel_frequently,398.98,2.0,3,life_sciences,1,1022,4.0,male,,2,1,laboratory_technician,4,married,,8378.5,1,,12,2,1,2,2,2,2,1995,none,3,full_time,,3,,38670.0,no
28,no,travel_rarely,214.6,1.0,3,technical_degree,1,1023,4.0,male,26.83,3,1,research_scientist,1,single,1733.33,4506.67,2,,11,2,0,2,3,1,2,1995,none,3,part_time,5,2,1733.33,20800.0,no
25,no,nan,216.25,1.0,3,medical,1,1024,4.0,female,,3,1,research_scientist,2,single,,4541.33,1,,18,4,0,3,2,2,1,1998,none,3,part_time,,2,,20960.0,no
58,no,nan,290.04,23.0,4,life_sciences,1,1025,1.0,male,,3,1,research_scientist,3,nan,2342.59,6090.75,1,,12,4,2,3,2,2,2,1965,none,3,part_time,,3,2342.59,28111.13,yes
39,yes,nan,402.79,23.0,3,medical,1,1026,3.0,male,,3,1,research_scientist,1,single,3253.33,8458.67,0,,13,1,0,2,5,0,3,1984,none,3,full_time,6,3,3253.33,39040.0,no
30,no,travel_rarely,477.39,6.0,3,technical_degree,1,1027,1.0,female,,2,2,laboratory_technician,4,married,3855.83,10025.17,0,,12,1,1,6,9,6,7,1993,no,3,none,10,3,3855.83,46270.0,yes
50,no,nan,1582.77,,3,life_sciences,1,1028,,female,,3,4,research_director,1,married,12783.92,33238.2,4,,11,2,0,2,3,1,2,1973,none,3,full_time,,,12783.92,153407.07,yes
41,no,nan,556.26,10.0,2,medical,1,1029,3.0,male,69.53,1,2,sales_executive,2,single,,11681.39,1,,13,1,0,4,19,11,9,1982,no,3,part_time,19,3,,53914.11,yes
31,yes,nan,237.51,1.0,3,nan,1,1030,4.0,female,,3,1,sales_representative,2,nan,1918.33,4987.67,1,,11,1,0,2,3,2,2,1992,yes,3,part_time,,4,1918.33,23020.0,no
44,yes,nan,290.04,3.0,3,life_sciences,1,1031,1.0,male,,3,1,laboratory_technician,1,nan,2342.59,6090.75,4,,12,3,0,4,3,1,2,1979,no,,none,10,4,2342.59,,yes
40,no,non_travel,290.04,16.0,2,nan,1,1032,3.0,male,,3,1,research_scientist,3,divorced,2342.59,6090.75,9,,16,2,1,0,4,0,0,1983,no,3,none,6,3,2342.59,,yes
25,no,travel_rarely,290.04,19.0,1,medical,1,1033,4.0,male,,3,1,laboratory_technician,4,married,2342.59,6090.75,3,,11,3,3,6,3,1,2,1998,none,3,part_time,,2,2342.59,28111.13,no
40,no,travel_rarely,290.04,1.0,4,life_sciences,1,1034,2.0,male,36.25,3,1,laboratory_technician,2,nan,2342.59,6090.75,3,,22,3,1,3,4,0,3,1983,no,4,part_time,7,3,2342.59,28111.13,yes
51,no,travel_rarely,1582.77,11.0,2,technical_degree,1,1035,4.0,female,,2,4,manufacturing_director,2,nan,12783.92,33238.2,3,,16,2,0,1,5,0,3,1972,no,3,full_time,,2,12783.92,153407.07,yes
27,no,travel_frequently,523.2,2.0,1,life_sciences,1,1036,4.0,male,65.4,1,2,sales_executive,4,single,,10987.17,3,,20,2,0,3,6,0,0,1996,no,4,part_time,,3,,50710.0,no
35,yes,nan,556.26,18.0,4,marketing,1,1037,4.0,female,,3,2,sales_executive,3,married,4492.84,11681.39,0,,18,3,1,0,4,3,2,1988,none,3,part_time,5,2,4492.84,53914.11,yes
38,no,nan,290.04,7.0,3,nan,1,1038,4.0,male,36.25,4,1,research_scientist,3,divorced,2342.59,6090.75,1,,11,4,3,2,4,0,3,1985,no,3,part_time,4,3,2342.59,28111.13,yes
31,yes,nan,556.26,22.0,4,nan,1,1039,4.0,male,,3,2,manufacturing_director,3,married,,11681.39,1,,15,4,2,3,10,6,7,1992,none,3,part_time,10,2,,53914.11,yes
